Commodities,Countries,Nominal_Value,HS_Code,Month,Year,Inflation_Rate,CPI,Real_Value,CategoryType,YearMonth
7610 Aluminum Structures Nesoi (no Prefab) & Parts Of,Philippines,34926,7610,1,2011,3.0,103.0,33908.738,Refined/Articles,2011-01-01
7610 Aluminum Structures Nesoi (no Prefab) & Parts Of,Singapore,1408207,7610,7,2024,2.9,144.18589528264368,976660.718,Refined/Articles,2024-07-01
"7409 Copper Plates, Sheets & Strip, Over 0.15MM Thick",Vietnam,278642,7409,8,2022,6.5,135.51484256620265,205617.329,Refined/Articles,2022-08-01
7411 Copper Tubes And Pipes,Thailand,1058529,7411,11,2025,2.7,148.07891445527505,714841.14,Refined/Articles,2025-11-01
"7612 Aluminum Casks, Cans Etc Nov 300 Liter Capacity",Thailand,426375,7612,4,2015,0.7,107.92305302183996,395073.145,Other,2015-04-01
"7615 Household Art Etc, Pot Scour Etc, San Wr, Aluminum",Malaysia,38790,7615,2,2010,1.5,100.0,38790.0,Other,2010-02-01
7610 Aluminum Structures Nesoi (no Prefab) & Parts Of,Singapore,716598,7610,10,2025,2.7,148.07891445527505,483929.804,Refined/Articles,2025-10-01
"7615 Household Art Etc, Pot Scour Etc, San Wr, Aluminum",Indonesia,606048,7615,11,2021,7.0,127.24398363023722,476288.138,Other,2021-11-01
"7409 Copper Plates, Sheets & Strip, Over 0.15MM Thick",Singapore,6800,7409,4,2025,2.7,148.07891445527505,4592.146,Refined/Articles,2025-04-01
"7614 Stranded Wire, Cables Etc, Aluminum, No Elec Insul",Singapore,5050,7614,7,2021,7.0,127.24398363023722,3968.753,Refined/Articles,2021-07-01
"7508 Articles Of Nickel, Nesoi",Malaysia,560900,7508,11,2022,6.5,135.51484256620265,413903.001,Refined/Articles,2022-11-01
7610 Aluminum Structures Nesoi (no Prefab) & Parts Of,Indonesia,35430,7610,7,2017,2.1,112.50341531513985,31492.377,Refined/Articles,2017-07-01
2846 Rare-earth Metal Compounds Of Yttrium Or Scandium,Malaysia,381563,2846,12,2017,2.1,112.50341531513985,339156.815,Compound,2017-12-01
7616 Articles Of Aluminum Nesoi,Indonesia,4997,7616,4,2017,2.1,112.50341531513985,4441.643,Refined/Articles,2017-04-01
7609 Aluminum Tube Or Pipe Fittings,Singapore,4726,7609,1,2016,2.1,110.18943713529859,4288.977,Other,2016-01-01
"8108 Titanium & Articles Thereof, Includ Waste & Scrap",Singapore,639667,8108,8,2015,0.7,107.92305302183996,592706.546,Ore/Raw,2015-08-01
7602 Aluminum Waste And Scrap,Thailand,237354,7602,1,2018,1.9,114.6409802061275,207041.147,Ore/Raw,2018-01-01
"7418 Household Art & Pts, Cop; Pot Scourers Etc, Copper",Thailand,355965,7418,1,2018,1.9,114.6409802061275,310504.149,Other,2018-01-01
"7508 Articles Of Nickel, Nesoi",Thailand,8639,7508,6,2012,1.7,104.75099999999999,8247.177,Refined/Articles,2012-06-01
"7508 Articles Of Nickel, Nesoi",Thailand,7149,7508,1,2010,1.5,100.0,7149.0,Refined/Articles,2010-01-01
"7508 Articles Of Nickel, Nesoi",Singapore,3998,7508,3,2010,1.5,100.0,3998.0,Refined/Articles,2010-03-01
7616 Articles Of Aluminum Nesoi,Burma,201400,7616,7,2019,2.3,117.27772275086842,171729.119,Refined/Articles,2019-07-01
"7612 Aluminum Casks, Cans Etc Nov 300 Liter Capacity",Thailand,587576,7612,9,2020,1.4,118.91961086938058,494095.125,Other,2020-09-01
"7601 Aluminum, Unwrought",Malaysia,85901,7601,2,2014,0.8,107.17284311999997,80151.835,Refined/Articles,2014-02-01
"3606 Ferrocerium & Other Pyrophoric Alloys, Etc.",Philippines,81792,3606,3,2022,6.5,135.51484256620265,60356.488,Refined/Articles,2022-03-01
"7413 Stranded Wire, Cable Etc Of Copper, Not Elec Insul",Philippines,69557,7413,1,2024,2.9,144.18589528264368,48241.196,Refined/Articles,2024-01-01
7411 Copper Tubes And Pipes,Thailand,2018896,7411,12,2020,1.4,118.91961086938058,1697698.122,Refined/Articles,2020-12-01
7907 Articles Of Zinc Nesoi,Thailand,251849,7907,4,2020,1.4,118.91961086938058,211780.881,Refined/Articles,2020-04-01
"7418 Household Art & Pts, Cop; Pot Scourers Etc, Copper",Singapore,20000,7418,11,2017,2.1,112.50341531513985,17777.238,Other,2017-11-01
7410 Copper Foil (backed Or Not) Nov .15mm Th (ex Back),Indonesia,36469,7410,2,2015,0.7,107.92305302183996,33791.668,Refined/Articles,2015-02-01
7616 Articles Of Aluminum Nesoi,Thailand,1442522,7616,10,2025,2.7,148.07891445527505,974157.601,Refined/Articles,2025-10-01
7411 Copper Tubes And Pipes,Malaysia,2727308,7411,11,2021,7.0,127.24398363023722,2143368.922,Refined/Articles,2021-11-01
7411 Copper Tubes And Pipes,Malaysia,1756500,7411,8,2014,0.8,107.17284311999997,1638941.311,Refined/Articles,2014-08-01
7419 Articles Of Copper Nesoi,Philippines,23022,7419,7,2018,1.9,114.6409802061275,20081.824,Refined/Articles,2018-07-01
7907 Articles Of Zinc Nesoi,Philippines,96080,7907,1,2020,1.4,118.91961086938058,80794.075,Refined/Articles,2020-01-01
"7612 Aluminum Casks, Cans Etc Nov 300 Liter Capacity",Thailand,595904,7612,5,2015,0.7,107.92305302183996,552156.359,Other,2015-05-01
"7403 Refined Copper & Alloys (no Mast Alloy), Unwrought",Indonesia,10881,7403,6,2024,2.9,144.18589528264368,7546.508,Refined/Articles,2024-06-01
7616 Articles Of Aluminum Nesoi,Thailand,594801,7616,2,2017,2.1,112.50341531513985,528695.95,Refined/Articles,2017-02-01
"7615 Household Art Etc, Pot Scour Etc, San Wr, Aluminum",Indonesia,1184151,7615,10,2013,1.5,106.32226499999997,1113737.56,Other,2013-10-01
"7418 Household Art & Pts, Cop; Pot Scourers Etc, Copper",Indonesia,3157,7418,10,2023,3.4,140.12234721345354,2253.031,Other,2023-10-01
7907 Articles Of Zinc Nesoi,Singapore,18000,7907,4,2021,7.0,127.24398363023722,14146.052,Refined/Articles,2021-04-01
7609 Aluminum Tube Or Pipe Fittings,Malaysia,2182,7609,8,2024,2.9,144.18589528264368,1513.324,Other,2024-08-01
7609 Aluminum Tube Or Pipe Fittings,Malaysia,4890,7609,9,2016,2.1,110.18943713529859,4437.812,Other,2016-09-01
"8108 Titanium & Articles Thereof, Includ Waste & Scrap",Malaysia,12619,8108,12,2012,1.7,104.75099999999999,12046.663,Ore/Raw,2012-12-01
7610 Aluminum Structures Nesoi (no Prefab) & Parts Of,Laos,46816,7610,2,2025,2.7,148.07891445527505,31615.575,Refined/Articles,2025-02-01
7411 Copper Tubes And Pipes,Thailand,321364,7411,5,2010,1.5,100.0,321364.0,Refined/Articles,2010-05-01
7419 Articles Of Copper Nesoi,Indonesia,218891,7419,3,2025,2.7,148.07891445527505,147820.506,Refined/Articles,2025-03-01
7602 Aluminum Waste And Scrap,Thailand,0,7602,10,2020,1.4,118.91961086938058,0.0,Ore/Raw,2020-10-01
3801 Artificial Graphite; Collodial Graphite & Prep Etc,Malaysia,144298,3801,3,2014,0.8,107.17284311999997,134640.452,Other,2014-03-01
"7407 Copper Bars, Rods And Profiles",Thailand,239313,7407,11,2019,2.3,117.27772275086842,204056.657,Refined/Articles,2019-11-01
7408 Copper Wire,Thailand,643722,7408,1,2017,2.1,112.50341531513985,572179.963,Refined/Articles,2017-01-01
7419 Articles Of Copper Nesoi,Philippines,115032,7419,10,2021,7.0,127.24398363023722,90402.703,Refined/Articles,2021-10-01
7616 Articles Of Aluminum Nesoi,Philippines,22274,7616,4,2013,1.5,106.32226499999997,20949.516,Refined/Articles,2013-04-01
"7415 Nails, Tacks Etc Of Copper Etc, Screws Etc, Copper",Thailand,160969,7415,6,2013,1.5,106.32226499999997,151397.264,Other,2013-06-01
7411 Copper Tubes And Pipes,Thailand,245619,7411,12,2016,2.1,110.18943713529859,222906.121,Refined/Articles,2016-12-01
"7604 Aluminum Bars, Rods And Profiles",Malaysia,396532,7604,12,2010,1.5,100.0,396532.0,Refined/Articles,2010-12-01
7410 Copper Foil (backed Or Not) Nov .15mm Th (ex Back),Malaysia,89663,7410,2,2016,2.1,110.18943713529859,81371.683,Refined/Articles,2016-02-01
"7508 Articles Of Nickel, Nesoi",Indonesia,1502750,7508,8,2025,2.7,148.07891445527505,1014830.508,Refined/Articles,2025-08-01
7607 Aluminum Foil (back Or Not) Nov .2mm Th (ex Back),Singapore,177259,7607,3,2010,1.5,100.0,177259.0,Refined/Articles,2010-03-01
"7604 Aluminum Bars, Rods And Profiles",Thailand,840245,7604,4,2017,2.1,112.50341531513985,746861.771,Refined/Articles,2017-04-01
7411 Copper Tubes And Pipes,Vietnam,3561281,7411,12,2014,0.8,107.17284311999997,3322932.281,Refined/Articles,2014-12-01
"7409 Copper Plates, Sheets & Strip, Over 0.15MM Thick",Thailand,10427,7409,11,2022,6.5,135.51484256620265,7694.36,Refined/Articles,2022-11-01
"7615 Household Art Etc, Pot Scour Etc, San Wr, Aluminum",Indonesia,145129,7615,9,2018,1.9,114.6409802061275,126594.347,Other,2018-09-01
2504 Natural Graphite,Indonesia,4357664,2504,6,2025,2.7,148.07891445527505,2942798.45,Other,2025-06-01
7608 Aluminum Tubes And Pipes,Malaysia,8205,7608,11,2014,0.8,107.17284311999997,7655.857,Refined/Articles,2014-11-01
"7505 Nickel Bars, Rods, Profiles And Wire",Singapore,7392,7505,8,2022,6.5,135.51484256620265,5454.753,Refined/Articles,2022-08-01
"7615 Household Art Etc, Pot Scour Etc, San Wr, Aluminum",Vietnam,791398,7615,3,2015,0.7,107.92305302183996,733298.381,Other,2015-03-01
7408 Copper Wire,Thailand,1060003,7408,5,2023,3.4,140.12234721345354,756483.902,Refined/Articles,2023-05-01
7610 Aluminum Structures Nesoi (no Prefab) & Parts Of,Indonesia,1725671,7610,1,2020,1.4,118.91961086938058,1451123.988,Refined/Articles,2020-01-01
7609 Aluminum Tube Or Pipe Fittings,Vietnam,139629,7609,4,2019,2.3,117.27772275086842,119058.417,Other,2019-04-01
"7614 Stranded Wire, Cables Etc, Aluminum, No Elec Insul",Indonesia,299055,7614,12,2017,2.1,112.50341531513985,265818.597,Refined/Articles,2017-12-01
"7508 Articles Of Nickel, Nesoi",Vietnam,2197,7508,10,2016,2.1,110.18943713529859,1993.839,Refined/Articles,2016-10-01
"3606 Ferrocerium & Other Pyrophoric Alloys, Etc.",Philippines,47700,3606,9,2017,2.1,112.50341531513985,42398.713,Refined/Articles,2017-09-01
"7407 Copper Bars, Rods And Profiles",Thailand,117697,7407,4,2022,6.5,135.51484256620265,86851.741,Refined/Articles,2022-04-01
7608 Aluminum Tubes And Pipes,Vietnam,65818,7608,1,2022,6.5,135.51484256620265,48568.85,Refined/Articles,2022-01-01
7412 Copper Tube Or Pipe Fittings,Indonesia,464025,7412,3,2010,1.5,100.0,464025.0,Other,2010-03-01
3801 Artificial Graphite; Collodial Graphite & Prep Etc,Malaysia,3708,3801,2,2017,2.1,112.50341531513985,3295.9,Other,2017-02-01
"8108 Titanium & Articles Thereof, Includ Waste & Scrap",Philippines,13758,8108,4,2016,2.1,110.18943713529859,12485.77,Ore/Raw,2016-04-01
7412 Copper Tube Or Pipe Fittings,Malaysia,43493,7412,2,2020,1.4,118.91961086938058,36573.446,Other,2020-02-01
7608 Aluminum Tubes And Pipes,Vietnam,108919,7608,5,2015,0.7,107.92305302183996,100922.831,Refined/Articles,2015-05-01
7411 Copper Tubes And Pipes,Thailand,210454,7411,2,2016,2.1,110.18943713529859,190992.899,Refined/Articles,2016-02-01
2614 Titanium Ores And Concentrates,Malaysia,2588320,2614,9,2010,1.5,100.0,2588320.0,Ore/Raw,2010-09-01
"7508 Articles Of Nickel, Nesoi",Singapore,136851,7508,9,2014,0.8,107.17284311999997,127691.863,Refined/Articles,2014-09-01
7411 Copper Tubes And Pipes,Malaysia,875161,7411,2,2018,1.9,114.6409802061275,763392.81,Refined/Articles,2018-02-01
7419 Articles Of Copper Nesoi,Singapore,94475,7419,5,2015,0.7,107.92305302183996,87539.221,Refined/Articles,2015-05-01
"7413 Stranded Wire, Cable Etc Of Copper, Not Elec Insul",Philippines,8021,7413,9,2019,2.3,117.27772275086842,6839.321,Refined/Articles,2019-09-01
7609 Aluminum Tube Or Pipe Fittings,Malaysia,5685,7609,3,2012,1.7,104.75099999999999,5427.156,Other,2012-03-01
"7418 Household Art & Pts, Cop; Pot Scourers Etc, Copper",Thailand,271348,7418,2,2017,2.1,112.50341531513985,241190.9,Other,2017-02-01
"7615 Household Art Etc, Pot Scour Etc, San Wr, Aluminum",Burma,11700,7615,5,2022,6.5,135.51484256620265,8633.741,Other,2022-05-01
7907 Articles Of Zinc Nesoi,Thailand,263680,7907,1,2021,7.0,127.24398363023722,207223.943,Refined/Articles,2021-01-01
7607 Aluminum Foil (back Or Not) Nov .2mm Th (ex Back),Indonesia,2101225,7607,12,2024,2.9,144.18589528264368,1457302.738,Refined/Articles,2024-12-01
2846 Rare-earth Metal Compounds Of Yttrium Or Scandium,Malaysia,194640,2846,2,2025,2.7,148.07891445527505,131443.427,Compound,2025-02-01
7408 Copper Wire,Philippines,83407,7408,9,2024,2.9,144.18589528264368,57846.851,Refined/Articles,2024-09-01
"7418 Household Art & Pts, Cop; Pot Scourers Etc, Copper",Thailand,120394,7418,12,2022,6.5,135.51484256620265,88841.929,Other,2022-12-01
7419 Articles Of Copper Nesoi,Philippines,10986,7419,4,2023,3.4,140.12234721345354,7840.291,Refined/Articles,2023-04-01
7419 Articles Of Copper Nesoi,Philippines,18901,7419,3,2014,0.8,107.17284311999997,17635.998,Refined/Articles,2014-03-01
"7601 Aluminum, Unwrought",Malaysia,339653,7601,3,2010,1.5,100.0,339653.0,Refined/Articles,2010-03-01
7607 Aluminum Foil (back Or Not) Nov .2mm Th (ex Back),Indonesia,2941703,7607,11,2022,6.5,135.51484256620265,2170760.741,Refined/Articles,2022-11-01
"7612 Aluminum Casks, Cans Etc Nov 300 Liter Capacity",Thailand,501987,7612,9,2018,1.9,114.6409802061275,437877.449,Other,2018-09-01
7616 Articles Of Aluminum Nesoi,Vietnam,1450060,7616,5,2019,2.3,117.27772275086842,1236432.603,Refined/Articles,2019-05-01
7907 Articles Of Zinc Nesoi,Thailand,71895,7907,7,2016,2.1,110.18943713529859,65246.726,Refined/Articles,2016-07-01
2805 Alkali Metals Etc; Rare-earth Metals Etc; Mercury,Vietnam,4146,2805,6,2010,1.5,100.0,4146.0,Other,2010-06-01
7610 Aluminum Structures Nesoi (no Prefab) & Parts Of,Thailand,2591954,7610,4,2021,7.0,127.24398363023722,2036995.327,Refined/Articles,2021-04-01
7907 Articles Of Zinc Nesoi,Thailand,10548,7907,8,2010,1.5,100.0,10548.0,Refined/Articles,2010-08-01
"7604 Aluminum Bars, Rods And Profiles",Vietnam,3569372,7604,12,2019,2.3,117.27772275086842,3043520.897,Refined/Articles,2019-12-01
7616 Articles Of Aluminum Nesoi,Indonesia,187743,7616,1,2015,0.7,107.92305302183996,173960.053,Refined/Articles,2015-01-01
"7415 Nails, Tacks Etc Of Copper Etc, Screws Etc, Copper",Thailand,65080,7415,8,2011,3.0,103.0,63184.466,Other,2011-08-01
"7415 Nails, Tacks Etc Of Copper Etc, Screws Etc, Copper",Vietnam,64182,7415,9,2023,3.4,140.12234721345354,45804.257,Other,2023-09-01
"7615 Household Art Etc, Pot Scour Etc, San Wr, Aluminum",Philippines,10072,7615,11,2020,1.4,118.91961086938058,8469.587,Other,2020-11-01
7607 Aluminum Foil (back Or Not) Nov .2mm Th (ex Back),Thailand,2100828,7607,8,2019,2.3,117.27772275086842,1791327.416,Refined/Articles,2019-08-01
7607 Aluminum Foil (back Or Not) Nov .2mm Th (ex Back),Thailand,137197,7607,7,2013,1.5,106.32226499999997,129038.824,Refined/Articles,2013-07-01
7411 Copper Tubes And Pipes,Malaysia,3940935,7411,11,2019,2.3,117.27772275086842,3360344.068,Refined/Articles,2019-11-01
7419 Articles Of Copper Nesoi,Vietnam,350253,7419,4,2012,1.7,104.75099999999999,334367.214,Refined/Articles,2012-04-01
7907 Articles Of Zinc Nesoi,Vietnam,242582,7907,6,2020,1.4,118.91961086938058,203988.222,Refined/Articles,2020-06-01
7607 Aluminum Foil (back Or Not) Nov .2mm Th (ex Back),Singapore,225699,7607,2,2012,1.7,104.75099999999999,215462.382,Refined/Articles,2012-02-01
7610 Aluminum Structures Nesoi (no Prefab) & Parts Of,Thailand,2063578,7610,4,2016,2.1,110.18943713529859,1872754.824,Refined/Articles,2016-04-01
"7413 Stranded Wire, Cable Etc Of Copper, Not Elec Insul",Thailand,66849,7413,1,2015,0.7,107.92305302183996,61941.354,Refined/Articles,2015-01-01
"7612 Aluminum Casks, Cans Etc Nov 300 Liter Capacity",Malaysia,29818,7612,4,2010,1.5,100.0,29818.0,Other,2010-04-01
7608 Aluminum Tubes And Pipes,Malaysia,110813,7608,6,2020,1.4,118.91961086938058,93183.117,Refined/Articles,2020-06-01
7410 Copper Foil (backed Or Not) Nov .15mm Th (ex Back),Philippines,12658,7410,3,2017,2.1,112.50341531513985,11251.214,Refined/Articles,2017-03-01
7404 Copper Waste And Scrap,Vietnam,85903,7404,8,2016,2.1,110.18943713529859,77959.378,Ore/Raw,2016-08-01
7419 Articles Of Copper Nesoi,Philippines,8222,7419,7,2022,6.5,135.51484256620265,6067.232,Refined/Articles,2022-07-01
7419 Articles Of Copper Nesoi,Singapore,59006,7419,6,2015,0.7,107.92305302183996,54674.139,Refined/Articles,2015-06-01
"7413 Stranded Wire, Cable Etc Of Copper, Not Elec Insul",Thailand,4241,7413,6,2016,2.1,110.18943713529859,3848.826,Refined/Articles,2016-06-01
"7403 Refined Copper & Alloys (no Mast Alloy), Unwrought",Singapore,8050,7403,6,2022,6.5,135.51484256620265,5940.309,Refined/Articles,2022-06-01
"7612 Aluminum Casks, Cans Etc Nov 300 Liter Capacity",Singapore,3841,7612,5,2013,1.5,106.32226499999997,3612.602,Other,2013-05-01
7610 Aluminum Structures Nesoi (no Prefab) & Parts Of,Indonesia,2417332,7610,3,2022,6.5,135.51484256620265,1783813.459,Refined/Articles,2022-03-01
"7413 Stranded Wire, Cable Etc Of Copper, Not Elec Insul",Thailand,26067,7413,11,2019,2.3,117.27772275086842,22226.728,Refined/Articles,2019-11-01
2614 Titanium Ores And Concentrates,Malaysia,138868,2614,9,2013,1.5,106.32226499999997,130610.461,Ore/Raw,2013-09-01
7607 Aluminum Foil (back Or Not) Nov .2mm Th (ex Back),Vietnam,2527,7607,12,2020,1.4,118.91961086938058,2124.965,Refined/Articles,2020-12-01
7404 Copper Waste And Scrap,Malaysia,59083,7404,2,2022,6.5,135.51484256620265,43598.914,Ore/Raw,2022-02-01
"8108 Titanium & Articles Thereof, Includ Waste & Scrap",Thailand,4440,8108,5,2021,7.0,127.24398363023722,3489.359,Ore/Raw,2021-05-01
"7612 Aluminum Casks, Cans Etc Nov 300 Liter Capacity",Thailand,5237,7612,2,2024,2.9,144.18589528264368,3632.117,Other,2024-02-01
7419 Articles Of Copper Nesoi,Singapore,29202,7419,12,2014,0.8,107.17284311999997,27247.574,Refined/Articles,2014-12-01
7503 Nickel Waste And Scrap,Singapore,2596203,7503,12,2025,2.7,148.07891445527505,1753256.37,Ore/Raw,2025-12-01
7419 Articles Of Copper Nesoi,Philippines,10246,7419,6,2021,7.0,127.24398363023722,8052.247,Refined/Articles,2021-06-01
"8108 Titanium & Articles Thereof, Includ Waste & Scrap",Malaysia,200969,8108,5,2024,2.9,144.18589528264368,139381.872,Ore/Raw,2024-05-01
7419 Articles Of Copper Nesoi,Indonesia,29468,7419,6,2023,3.4,140.12234721345354,21030.193,Refined/Articles,2023-06-01
"7418 Household Art & Pts, Cop; Pot Scourers Etc, Copper",Thailand,204879,7418,4,2017,2.1,112.50341531513985,182109.138,Other,2017-04-01
"7415 Nails, Tacks Etc Of Copper Etc, Screws Etc, Copper",Malaysia,13671,7415,11,2018,1.9,114.6409802061275,11925.055,Other,2018-11-01
7609 Aluminum Tube Or Pipe Fittings,Thailand,22007,7609,2,2022,6.5,135.51484256620265,16239.55,Other,2022-02-01
7616 Articles Of Aluminum Nesoi,Singapore,369903,7616,4,2011,3.0,103.0,359129.126,Refined/Articles,2011-04-01
"7415 Nails, Tacks Etc Of Copper Etc, Screws Etc, Copper",Malaysia,13236,7415,5,2024,2.9,144.18589528264368,9179.816,Other,2024-05-01
"7615 Household Art Etc, Pot Scour Etc, San Wr, Aluminum",Vietnam,925506,7615,5,2017,2.1,112.50341531513985,822647.026,Other,2017-05-01
"7508 Articles Of Nickel, Nesoi",Thailand,4663,7508,11,2018,1.9,114.6409802061275,4067.481,Refined/Articles,2018-11-01
7616 Articles Of Aluminum Nesoi,Singapore,121527,7616,9,2011,3.0,103.0,117987.379,Refined/Articles,2011-09-01
"7604 Aluminum Bars, Rods And Profiles",Singapore,47451,7604,7,2014,0.8,107.17284311999997,44275.209,Refined/Articles,2014-07-01
"7508 Articles Of Nickel, Nesoi",Malaysia,56107,7508,1,2014,0.8,107.17284311999997,52351.882,Refined/Articles,2014-01-01
7412 Copper Tube Or Pipe Fittings,Singapore,328982,7412,2,2012,1.7,104.75099999999999,314060.964,Other,2012-02-01
7616 Articles Of Aluminum Nesoi,Singapore,243484,7616,10,2018,1.9,114.6409802061275,212388.275,Refined/Articles,2018-10-01
"8108 Titanium & Articles Thereof, Includ Waste & Scrap",Indonesia,174195,8108,8,2024,2.9,144.18589528264368,120812.788,Ore/Raw,2024-08-01
7616 Articles Of Aluminum Nesoi,Singapore,237338,7616,6,2023,3.4,140.12234721345354,169379.121,Refined/Articles,2023-06-01
"7415 Nails, Tacks Etc Of Copper Etc, Screws Etc, Copper",Vietnam,5300,7415,6,2019,2.3,117.27772275086842,4519.187,Other,2019-06-01
"7418 Household Art & Pts, Cop; Pot Scourers Etc, Copper",Vietnam,14477,7418,8,2014,0.8,107.17284311999997,13508.086,Other,2014-08-01
"8105 Cobalt Mattes Etc, Cobalt & Art, Inc Waste & Scrap",Indonesia,426740,8105,2,2025,2.7,148.07891445527505,288184.176,Ore/Raw,2025-02-01
7419 Articles Of Copper Nesoi,Singapore,21976,7419,5,2017,2.1,112.50341531513985,19533.629,Refined/Articles,2017-05-01
"7415 Nails, Tacks Etc Of Copper Etc, Screws Etc, Copper",Philippines,6279,7415,11,2011,3.0,103.0,6096.117,Other,2011-11-01
7503 Nickel Waste And Scrap,Singapore,466341,7503,2,2018,1.9,114.6409802061275,406783.856,Ore/Raw,2018-02-01
7609 Aluminum Tube Or Pipe Fittings,Philippines,63200,7609,7,2025,2.7,148.07891445527505,42679.946,Other,2025-07-01
7411 Copper Tubes And Pipes,Indonesia,2101,7411,11,2016,2.1,110.18943713529859,1906.716,Refined/Articles,2016-11-01
7610 Aluminum Structures Nesoi (no Prefab) & Parts Of,Singapore,2704216,7610,3,2013,1.5,106.32226499999997,2543414.59,Refined/Articles,2013-03-01
